id,exercise,duration,calories_burnt,exercise_intensity
1454,Exercise 6,20,245.7171227,9
1455,Exercise 6,31,419.8863392,6
1456,Exercise 9,57,414.0294815,7
1457,Exercise 4,21,157.4321045,1
1458,Exercise 9,26,449.8900042,2
1459,Exercise 8,51,358.1205522,5
1460,Exercise 8,49,150.3878441,3
1461,Exercise 5,54,284.862387,3
1462,Exercise 3,42,362.6923853,6
1463,Exercise 8,37,168.788833,2
1464,Exercise 9,32,164.2644045,7
1465,Exercise 10,57,172.4127044,9
1466,Exercise 5,34,212.7809518,8
1467,Exercise 4,26,256.2492169,5
1468,Exercise 8,39,266.2794297,7
1469,Exercise 6,54,284.6226574,6
1470,Exercise 10,43,157.3966439,6
1471,Exercise 7,21,497.5535463,2
1472,Exercise 3,41,200.9456693,1
1473,Exercise 10,58,397.8180673,9
1474,Exercise 6,55,287.4500567,7
1475,Exercise 6,46,407.3836265,4
1476,Exercise 7,35,252.8534605,9
1477,Exercise 1,38,441.0884399,10
1478,Exercise 3,37,168.9911685,2
1479,Exercise 3,22,338.5197044,9
1480,Exercise 6,30,211.1936351,2
1481,Exercise 1,57,414.1294657,2
1482,Exercise 5,58,126.11918,5
1483,Exercise 5,43,490.2873393,4
1484,Exercise 2,52,404.9903631,7
1485,Exercise 8,28,308.753138,3
1486,Exercise 1,52,439.7117745,1
1487,Exercise 5,37,289.9867586,2
1488,Exercise 8,55,252.0439109,4
1489,Exercise 4,42,212.9979123,1
1490,Exercise 3,39,164.3211054,3
1491,Exercise 8,31,119.6057488,3
1492,Exercise 8,44,342.1903013,4
1493,Exercise 7,55,217.1349417,6
1494,Exercise 5,32,377.2972227,5
1495,Exercise 9,55,336.7816057,10
1496,Exercise 8,60,448.2414351,2
1497,Exercise 9,37,410.990607,3
1498,Exercise 1,57,198.6019988,5
1499,Exercise 5,28,350.349462,10
1500,Exercise 1,46,112.884562,3
1501,Exercise 1,31,102.969452,6
1502,Exercise 9,46,435.3355112,9
1503,Exercise 10,37,177.2761876,10
1504,Exercise 6,28,169.7315488,5
1505,Exercise 7,44,370.4237601,7
1506,Exercise 9,34,298.0727811,7
1507,Exercise 8,32,461.7689669,10
1508,Exercise 5,23,187.3388442,7
1509,Exercise 3,21,471.5365786,9
1510,Exercise 4,37,160.4127488,10
1511,Exercise 2,47,165.6246853,3
1512,Exercise 10,20,351.3173199,8
1513,Exercise 4,48,208.2143828,4
1514,Exercise 3,31,439.7427892,8
1515,Exercise 7,37,200.0477121,1
1516,Exercise 6,45,270.0914727,1
1517,Exercise 6,28,497.8752974,8
1518,Exercise 3,52,202.0923047,5
1519,Exercise 9,59,408.6805585,1
1520,Exercise 2,32,355.8863515,7
1521,Exercise 2,41,306.4364815,1
1522,Exercise 6,21,488.0199768,10
1523,Exercise 3,27,150.9458336,5
1524,Exercise 1,46,182.0207481,6
1525,Exercise 4,45,460.7632088,4
1526,Exercise 7,32,395.7818258,8
1527,Exercise 1,20,294.0214406,9
1528,Exercise 7,56,323.0396262,4
1529,Exercise 6,39,244.8819478,1
1530,Exercise 10,36,460.7324491,2
1531,Exercise 2,51,146.0793262,8
1532,Exercise 2,54,312.4136138,10
1533,Exercise 5,48,187.366311,10
1534,Exercise 1,36,159.3728367,1
1535,Exercise 10,24,193.4577639,8
1536,Exercise 6,54,300.9538849,8
1537,Exercise 1,34,210.058121,1
1538,Exercise 5,35,451.4302191,4
1539,Exercise 8,33,371.2051117,6
1540,Exercise 10,53,207.7603606,2
1541,Exercise 9,35,352.4546488,3
1542,Exercise 6,28,298.418361,8
1543,Exercise 5,52,316.5890341,10
1544,Exercise 5,50,253.5159488,6
1545,Exercise 6,36,111.0911111,5
1546,Exercise 10,52,406.9542267,6
1547,Exercise 9,23,309.8301053,3
1548,Exercise 5,30,441.7176246,2
1549,Exercise 5,34,154.2895486,5
1550,Exercise 3,52,473.2159514,10
1551,Exercise 7,50,296.7010113,7
1552,Exercise 5,60,137.6511258,4
1553,Exercise 9,50,490.8559776,3
1554,Exercise 3,57,127.6509369,1
1555,Exercise 3,21,415.6634203,8
1556,Exercise 1,42,308.5221725,4
1557,Exercise 9,55,448.830305,9
1558,Exercise 5,28,148.8615945,4
1559,Exercise 5,57,218.1384595,7
1560,Exercise 2,27,487.8769844,1
1561,Exercise 9,56,386.3751923,2
1562,Exercise 9,44,423.3551938,6
1563,Exercise 7,23,401.3782532,5
1564,Exercise 6,31,474.8552623,1
1565,Exercise 7,39,271.6324983,3
1566,Exercise 8,56,308.6113676,8
1567,Exercise 5,46,376.360605,2
1568,Exercise 4,56,373.0254911,8
1569,Exercise 8,48,299.6662853,8
1570,Exercise 10,59,215.2148518,2
1571,Exercise 6,52,499.8592625,5
1572,Exercise 9,45,294.1830335,4
1573,Exercise 3,56,417.1951568,9
1574,Exercise 9,26,421.0811877,10
1575,Exercise 5,37,262.8214399,3
1576,Exercise 2,60,358.319975,3
1577,Exercise 10,21,107.7812764,2
1578,Exercise 4,29,412.1758646,4
1579,Exercise 6,53,255.7052386,10
1580,Exercise 7,58,273.0937939,4
1581,Exercise 8,25,263.3022496,7
1582,Exercise 5,36,383.4221806,7
1583,Exercise 3,35,154.8543114,10
1584,Exercise 6,45,174.404291,6
1585,Exercise 8,29,440.5625199,8
1586,Exercise 1,52,237.7140507,2
1587,Exercise 7,53,434.4120556,5
1588,Exercise 8,58,180.7021929,3
1589,Exercise 6,53,205.0907575,2
1590,Exercise 8,38,422.5301823,7
1591,Exercise 4,46,423.1128103,8
1592,Exercise 2,28,155.4824533,7
1593,Exercise 9,53,390.9933257,6
1594,Exercise 9,59,409.5340857,6
1595,Exercise 9,38,252.2864203,9
1596,Exercise 7,23,407.1381999,5
1597,Exercise 9,40,439.0952903,1
1598,Exercise 8,47,315.3364287,3
1599,Exercise 1,53,476.473668,10
1600,Exercise 9,29,252.0410698,8
1601,Exercise 9,31,337.8581946,10
1602,Exercise 10,46,317.6667175,2
1603,Exercise 4,36,354.4663589,1
1604,Exercise 5,59,433.5836446,10
1605,Exercise 5,42,304.8592557,5
1606,Exercise 4,37,233.3583454,2
1607,Exercise 5,30,231.3667893,4
1608,Exercise 6,47,419.6214492,6
1609,Exercise 1,48,432.7074314,5
1610,Exercise 5,37,307.2207342,9
1611,Exercise 6,47,310.6907285,8
1612,Exercise 10,56,237.4469857,5
1613,Exercise 2,47,239.0615845,4
1614,Exercise 7,25,428.5366964,2
1615,Exercise 2,49,110.6202259,4
1616,Exercise 5,22,448.838026,9
1617,Exercise 9,29,406.1393663,7
1618,Exercise 2,20,159.8598135,9
1619,Exercise 6,22,251.2931546,8
1620,Exercise 3,33,128.2299933,7
1621,Exercise 6,32,240.9688306,4
1622,Exercise 3,58,207.9190409,7
1623,Exercise 9,27,234.7350713,6
1624,Exercise 4,51,249.739253,1
1625,Exercise 5,53,467.0645438,5
1626,Exercise 1,30,351.564919,10
1627,Exercise 6,51,404.4097668,7
1628,Exercise 9,54,142.1845496,1
1629,Exercise 4,37,170.8054984,10
1630,Exercise 9,60,262.7334047,10
1631,Exercise 6,40,273.396663,7
1632,Exercise 1,43,335.8988774,3
1633,Exercise 4,26,229.29145,9
1634,Exercise 5,60,254.7610849,1
1635,Exercise 10,29,382.0635671,10
1636,Exercise 7,34,278.3260601,4
1637,Exercise 8,60,352.9550334,1
1638,Exercise 7,60,195.7600108,8
1639,Exercise 6,20,189.9629965,8
1640,Exercise 4,50,499.2445316,7
1641,Exercise 6,54,181.4555223,3
1642,Exercise 7,27,173.7720083,7
1643,Exercise 2,36,196.1226109,7
1644,Exercise 8,38,427.3286252,3
1645,Exercise 4,30,463.0944147,9
1646,Exercise 6,20,136.2371793,4
1647,Exercise 1,45,116.696443,8
1648,Exercise 4,23,459.9698568,10
1649,Exercise 5,42,436.6448007,2
1650,Exercise 9,35,241.557466,3
1651,Exercise 7,42,458.5605284,1
1652,Exercise 6,41,469.6932621,9
1653,Exercise 3,45,406.4984178,10
1654,Exercise 6,38,260.1852055,9
1655,Exercise 5,58,472.2727391,9
1656,Exercise 7,41,239.9947888,4
1657,Exercise 9,32,368.2090135,1
1658,Exercise 10,26,233.107551,9
1659,Exercise 10,40,324.6791328,8
1660,Exercise 4,20,338.6207494,2
1661,Exercise 1,25,298.3663584,2
1662,Exercise 7,54,460.075711,6
1663,Exercise 1,44,326.6496157,10
1664,Exercise 8,49,231.086955,2
1665,Exercise 3,26,341.8952361,10
1666,Exercise 9,43,126.7562235,3
1667,Exercise 8,30,427.2694783,2
1668,Exercise 1,54,392.6042705,1
1669,Exercise 1,42,325.4611207,1
1670,Exercise 6,42,254.6323778,6
1671,Exercise 8,55,255.3764829,10
1672,Exercise 9,58,189.1245321,7
1673,Exercise 1,26,285.9259742,4
1674,Exercise 4,54,179.4333092,4
1675,Exercise 3,58,283.2930913,8
1676,Exercise 9,45,472.1534215,2
1677,Exercise 7,22,426.5312255,9
1678,Exercise 3,36,436.1861753,9
1679,Exercise 10,41,109.3595931,5
1680,Exercise 9,38,326.5836765,3
1681,Exercise 6,37,243.5122567,9
1682,Exercise 10,29,131.5460192,2
1683,Exercise 1,32,328.0347869,1
1684,Exercise 1,46,364.9942203,8
1685,Exercise 1,28,336.2403375,6
1686,Exercise 2,57,103.3325126,10
1687,Exercise 1,21,212.100314,10
1688,Exercise 5,21,378.69894,6
1689,Exercise 2,22,261.7504915,2
1690,Exercise 10,23,275.6156495,1
1691,Exercise 7,52,332.0737915,8
1692,Exercise 3,34,279.990142,1
1693,Exercise 3,41,415.5747763,10
1694,Exercise 10,43,102.8899406,2
1695,Exercise 3,30,349.858267,2
1696,Exercise 5,45,233.5338726,6
1697,Exercise 9,43,498.4577708,4
1698,Exercise 4,53,463.9854823,3
1699,Exercise 7,25,329.1147065,5
1700,Exercise 9,33,443.0588671,6
1701,Exercise 8,46,397.0595311,1
1702,Exercise 7,58,344.4772874,8
1703,Exercise 1,57,364.2869231,7
1704,Exercise 10,22,114.4887896,8
1705,Exercise 4,54,378.4725663,1
1706,Exercise 9,35,172.8915393,3
1707,Exercise 2,60,101.4111008,9
1708,Exercise 3,36,497.7260605,4
1709,Exercise 7,26,103.1305643,10
1710,Exercise 10,30,311.6443303,6
1711,Exercise 5,48,482.5602878,7
1712,Exercise 4,40,228.4273889,5
1713,Exercise 8,54,236.2262839,3
1714,Exercise 9,29,371.4941228,5
1715,Exercise 7,54,438.7918899,5
1716,Exercise 3,26,342.5804559,8
1717,Exercise 5,42,182.6929135,3
1718,Exercise 5,49,482.0199961,9
1719,Exercise 5,39,392.4552971,6
1720,Exercise 10,54,103.6783971,1
1721,Exercise 8,45,349.5096026,10
1722,Exercise 3,38,273.6487492,10
1723,Exercise 8,52,231.674908,6
1724,Exercise 5,43,409.23795,5
1725,Exercise 9,39,139.3200721,5
1726,Exercise 3,32,265.9538356,7
1727,Exercise 10,40,428.3945673,6
1728,Exercise 5,27,227.3910955,9
1729,Exercise 4,44,455.6674096,9
1730,Exercise 10,26,119.352241,3
1731,Exercise 2,58,288.8135737,9
1732,Exercise 6,40,498.0750266,1
1733,Exercise 5,21,420.3164294,7
1734,Exercise 1,31,261.6085481,5
1735,Exercise 10,34,203.452186,7
1736,Exercise 2,48,179.9592493,7
1737,Exercise 8,30,360.731066,4
1738,Exercise 8,60,231.4440764,1
1739,Exercise 9,50,230.2891971,7
1740,Exercise 2,49,299.8318935,3
1741,Exercise 8,52,349.0657768,8
1742,Exercise 1,29,159.4728739,10
1743,Exercise 3,46,414.282085,2
1744,Exercise 7,47,104.1523199,6
1745,Exercise 2,52,219.9415185,2
1746,Exercise 8,34,100.640541,5
1747,Exercise 10,24,190.5980237,5
1748,Exercise 3,21,433.6136863,3
1749,Exercise 5,53,131.955134,8
1750,Exercise 6,56,126.4206003,4
1751,Exercise 1,38,260.4723187,9
1752,Exercise 4,40,460.7377119,8
1753,Exercise 10,34,262.0366091,4
1754,Exercise 5,33,476.4512878,9
1755,Exercise 7,30,457.8832026,8
1756,Exercise 9,20,258.1601101,7
1757,Exercise 10,20,247.4071464,10
1758,Exercise 4,59,203.8687745,5
1759,Exercise 6,24,234.9849113,4
1760,Exercise 7,48,371.6601067,4
1761,Exercise 9,45,256.6177603,7
1762,Exercise 2,32,278.144085,4
1763,Exercise 10,51,404.6053714,3
1764,Exercise 2,48,344.600162,7
1765,Exercise 4,27,279.5548964,5
1766,Exercise 9,22,290.2335632,7
1767,Exercise 1,50,244.5501736,4
1768,Exercise 2,35,105.2933605,5
1769,Exercise 7,26,405.3471359,5
1770,Exercise 7,34,405.7782143,1
1771,Exercise 9,41,379.0583018,3
1772,Exercise 5,38,285.2058764,2
1773,Exercise 10,39,274.5726266,5
1774,Exercise 6,43,483.2802476,2
1775,Exercise 3,30,220.8203055,2
1776,Exercise 10,44,189.4063605,10
1777,Exercise 5,48,149.3234367,2
1778,Exercise 8,41,366.4044274,6
1779,Exercise 6,22,198.1075852,4
1780,Exercise 3,41,395.6936727,7
1781,Exercise 5,43,418.9760751,1
1782,Exercise 7,56,123.6021291,9
1783,Exercise 9,59,277.1560256,9
1784,Exercise 10,52,261.9335967,5
1785,Exercise 1,27,282.508893,9
1786,Exercise 2,38,288.3883351,7
1787,Exercise 3,28,248.4475021,5
1788,Exercise 4,23,261.1505112,10
1789,Exercise 10,56,397.0394351,8
1790,Exercise 10,34,338.1532164,7
1791,Exercise 4,39,350.3191536,5
1792,Exercise 8,30,316.7888067,3
1793,Exercise 8,54,203.3477919,9
1794,Exercise 5,52,358.6804842,2
1795,Exercise 8,20,262.0552065,1
1796,Exercise 1,22,138.7971393,5
1797,Exercise 7,22,169.512364,3
1798,Exercise 3,43,255.5196144,7
1799,Exercise 7,47,460.2109374,6
1800,Exercise 9,58,359.0214068,6
1801,Exercise 6,59,400.4085129,2
1802,Exercise 9,53,441.6333932,4
1803,Exercise 4,44,360.4108797,10
1804,Exercise 3,57,158.3249996,5
1805,Exercise 9,60,154.5096905,10
1806,Exercise 5,50,436.6601355,5
1807,Exercise 5,55,460.5198913,4
1808,Exercise 10,33,196.2013048,10
1809,Exercise 9,28,404.2744931,3
1810,Exercise 6,46,290.4645595,8
1811,Exercise 4,45,187.3275303,4
1812,Exercise 10,33,233.098552,7
1813,Exercise 6,37,238.1146293,6
1814,Exercise 1,25,398.8834469,1
1815,Exercise 1,23,187.2908695,10
1816,Exercise 1,28,261.0401858,4
1817,Exercise 8,32,430.0216392,6
1818,Exercise 5,26,413.1880336,2
1819,Exercise 10,56,185.8681843,6
1820,Exercise 5,55,343.0040866,1
1821,Exercise 7,55,200.4329559,5
1822,Exercise 5,21,451.8166411,2
1823,Exercise 4,38,141.3407022,3
1824,Exercise 1,47,283.5204593,2
1825,Exercise 9,45,267.569776,8
1826,Exercise 6,32,266.46419,2
1827,Exercise 1,28,380.8383269,9
1828,Exercise 5,35,252.7770888,2
1829,Exercise 4,41,281.5898409,2
1830,Exercise 3,49,407.7981292,7
1831,Exercise 6,53,272.3372755,4
1832,Exercise 8,60,247.5608078,2
1833,Exercise 5,27,229.3826862,2
1834,Exercise 2,25,366.1027395,6
1835,Exercise 2,38,455.8084175,3
1836,Exercise 5,54,368.9604583,2
1837,Exercise 9,54,162.4463073,7
1838,Exercise 10,54,279.0723746,5
1839,Exercise 2,21,277.3164111,8
1840,Exercise 10,50,339.6100781,1
1841,Exercise 5,45,229.5626864,8
1842,Exercise 6,56,364.8481018,9
1843,Exercise 10,28,493.7323614,2
1844,Exercise 8,48,313.9096966,9
1845,Exercise 10,30,467.1967303,10
1846,Exercise 3,32,285.8706719,3
1847,Exercise 6,31,165.1622727,1
1848,Exercise 9,45,154.596689,1
1849,Exercise 7,49,489.0159906,8
1850,Exercise 6,29,291.4017022,6
1851,Exercise 8,30,208.968565,1
1852,Exercise 8,46,348.5863746,2
1853,Exercise 1,49,107.0029498,3
1854,Exercise 1,55,414.1984034,1
1855,Exercise 7,57,310.8765341,10
1856,Exercise 3,41,347.7725662,3
1857,Exercise 6,53,390.4282826,5
1858,Exercise 9,46,404.6722356,8
1859,Exercise 7,50,221.8238307,3
1860,Exercise 2,47,396.8767818,5
1861,Exercise 5,23,221.9089667,6
1862,Exercise 8,55,351.5516702,7
1863,Exercise 5,55,442.4141592,1
1864,Exercise 8,23,431.7522064,4
1865,Exercise 8,33,126.541071,5
1866,Exercise 8,36,171.4694413,4
1867,Exercise 5,32,292.6101098,3
1868,Exercise 7,49,145.3904222,4
1869,Exercise 3,28,245.126491,3
1870,Exercise 2,36,495.3646605,7
1871,Exercise 10,24,433.5608747,3
1872,Exercise 1,39,453.3057317,5
1873,Exercise 4,24,274.7056527,9
1874,Exercise 10,37,352.1540153,10
1875,Exercise 7,50,162.9401304,9
1876,Exercise 1,58,351.8320223,6
1877,Exercise 4,29,253.8191443,3
1878,Exercise 4,32,488.4393554,1
1879,Exercise 7,45,140.1950353,3
1880,Exercise 10,41,461.0078607,6
1881,Exercise 3,52,188.9463597,9
1882,Exercise 9,56,257.6815211,6
1883,Exercise 2,57,487.4694664,9
1884,Exercise 10,43,444.6844805,3
1885,Exercise 1,57,100.8684954,4
1886,Exercise 5,43,319.9169524,5
1887,Exercise 4,31,496.4984639,1
1888,Exercise 5,53,257.9478451,3
1889,Exercise 3,48,167.6419803,3
1890,Exercise 1,59,184.2698428,3
1891,Exercise 6,37,175.2316234,4
1892,Exercise 6,56,332.3911472,5
1893,Exercise 9,22,356.2271813,4
1894,Exercise 8,45,227.4248284,9
1895,Exercise 1,33,188.5042543,7
1896,Exercise 4,21,110.6568241,9
1897,Exercise 4,52,195.9820696,7
1898,Exercise 2,46,448.4620367,1
1899,Exercise 2,59,229.3171033,8
1900,Exercise 4,35,219.3226974,3
1901,Exercise 8,56,301.6103051,3
1902,Exercise 4,29,234.6611155,8
1903,Exercise 2,21,446.3591219,2
1904,Exercise 8,34,166.8591108,3
1905,Exercise 9,42,371.3385009,10
1906,Exercise 6,57,346.9100408,9
1907,Exercise 5,33,205.9341581,9
1908,Exercise 3,40,174.4341652,2
1909,Exercise 10,53,373.984122,3
1910,Exercise 6,34,467.6255897,7
1911,Exercise 10,50,184.9877761,4
1912,Exercise 7,45,354.0665441,9
1913,Exercise 7,26,411.9519025,2
1914,Exercise 5,38,386.1743124,2
1915,Exercise 1,57,437.4883727,7
1916,Exercise 4,33,368.9242802,1
1917,Exercise 8,58,252.6042781,2
1918,Exercise 1,20,120.2141397,3
1919,Exercise 5,52,367.7137024,4
1920,Exercise 6,57,213.7896546,9
1921,Exercise 2,57,387.8673745,4
1922,Exercise 6,29,122.6055295,6
1923,Exercise 10,43,219.2890719,7
1924,Exercise 10,23,448.2965283,4
1925,Exercise 8,50,218.9904081,9
1926,Exercise 5,46,101.7444717,10
1927,Exercise 5,22,351.0508819,3
1928,Exercise 2,53,330.2709081,3
1929,Exercise 7,25,462.6831417,3
1930,Exercise 3,23,134.5275247,2
1931,Exercise 8,23,231.1240767,2
1932,Exercise 3,41,401.9758,6
1933,Exercise 10,21,384.8919567,2
1934,Exercise 10,52,383.8534335,7
1935,Exercise 8,54,160.237449,4
1936,Exercise 9,50,362.3052264,7
1937,Exercise 7,53,123.6693558,7
1938,Exercise 10,47,263.4925775,10
1939,Exercise 1,20,215.7207755,4
1940,Exercise 9,49,458.9692603,5
1941,Exercise 7,59,369.2738571,3
1942,Exercise 6,51,482.4543114,7
1943,Exercise 8,57,457.0371919,10
1944,Exercise 2,60,234.3926588,9
1945,Exercise 7,31,138.668506,4
1946,Exercise 8,50,100.7178569,5
1947,Exercise 10,28,233.5024908,6
1948,Exercise 5,42,236.8573714,9
1949,Exercise 1,58,227.3621901,1
1950,Exercise 1,33,393.4162375,7
1951,Exercise 6,43,282.7270359,4
1952,Exercise 6,53,420.6369734,5
1953,Exercise 4,25,168.9529976,8
1954,Exercise 6,27,108.0144688,4
1955,Exercise 1,21,307.5801751,9
1956,Exercise 8,57,259.5344658,6
1957,Exercise 1,40,498.5405894,9
1958,Exercise 3,28,342.716369,1
1959,Exercise 1,51,253.0043926,3
1960,Exercise 6,39,356.2250726,7
1961,Exercise 4,36,492.9016987,6
1962,Exercise 2,27,275.2511357,4
1963,Exercise 5,22,140.1048522,3
1964,Exercise 6,29,383.1849587,4
1965,Exercise 9,27,246.7573461,6
1966,Exercise 8,38,269.1750075,1
1967,Exercise 8,40,123.5748036,7
1968,Exercise 2,24,451.7753986,2
1969,Exercise 7,52,240.7529335,5
1970,Exercise 2,50,351.4324555,2
1971,Exercise 8,55,256.26433,10
1972,Exercise 10,35,388.8506434,2
1973,Exercise 7,45,223.9058222,6
1974,Exercise 2,35,414.0016424,1
1975,Exercise 2,27,276.6294937,6
1976,Exercise 4,46,338.0904496,6
1977,Exercise 10,57,160.6542107,3
1978,Exercise 8,56,483.4084839,6
1979,Exercise 2,30,383.9041513,6
1980,Exercise 8,46,314.7545912,1
1981,Exercise 3,49,143.5650303,2
1982,Exercise 10,35,138.6509707,2
1983,Exercise 7,35,369.2355744,2
1984,Exercise 5,41,376.4426658,4
1985,Exercise 5,52,167.8886308,7
1986,Exercise 9,39,115.6924474,3
1987,Exercise 6,41,494.7120011,10
1988,Exercise 5,52,495.1978699,3
1989,Exercise 10,36,387.6215106,5
1990,Exercise 9,44,422.3374176,5
1991,Exercise 7,23,185.5302279,7
1992,Exercise 4,54,375.2503434,8
1993,Exercise 5,39,284.2239473,10
1994,Exercise 9,27,352.2344388,10
1995,Exercise 10,49,293.3725776,1
1996,Exercise 5,20,203.6853705,4
1997,Exercise 9,55,101.872911,8
1998,Exercise 9,20,337.631618,1
1999,Exercise 3,23,463.5143716,10
2000,Exercise 8,46,167.5062802,2
2001,Exercise 4,51,302.6640703,5
2002,Exercise 3,28,114.4710139,8
2003,Exercise 10,56,106.9069792,9
2004,Exercise 10,36,451.555927,10
2005,Exercise 5,25,420.7294961,4
2006,Exercise 1,57,360.2778566,8
2007,Exercise 5,24,329.810828,7
2008,Exercise 7,40,315.6678535,9
2009,Exercise 8,33,120.5697025,3
2010,Exercise 3,44,472.815435,8
2011,Exercise 4,60,270.6279639,3
2012,Exercise 6,22,470.2438232,6
2013,Exercise 4,54,102.8576658,1
2014,Exercise 7,27,248.2525269,1
2015,Exercise 7,31,120.9252721,1
2016,Exercise 8,38,346.8254135,4
2017,Exercise 8,30,278.2460024,7
2018,Exercise 10,56,102.3126858,9
2019,Exercise 4,52,463.2543687,9
2020,Exercise 8,47,322.2356464,3
2021,Exercise 8,26,139.1077441,3
2022,Exercise 7,35,460.8590633,8
2023,Exercise 4,33,276.4004581,2
2024,Exercise 2,60,347.1413232,2
2025,Exercise 9,54,294.3652473,6
2026,Exercise 1,21,461.5467069,2
2027,Exercise 9,27,486.9450237,4
2028,Exercise 3,57,389.4322741,7
2029,Exercise 7,55,133.3429861,4
2030,Exercise 10,45,484.5370547,9
2031,Exercise 6,48,215.6968227,7
2032,Exercise 4,31,387.1557318,7
2033,Exercise 7,29,327.7102546,6
2034,Exercise 8,40,195.0007507,6
2035,Exercise 6,59,196.3573068,5
2036,Exercise 7,47,489.3869641,2
2037,Exercise 6,57,215.4116099,2
2038,Exercise 6,56,400.9198717,5
2039,Exercise 9,40,112.7455327,8
2040,Exercise 1,56,391.5811095,6
2041,Exercise 9,46,401.718252,3
2042,Exercise 5,55,255.9553121,7
2043,Exercise 7,28,301.9870095,10
2044,Exercise 4,32,213.4655283,9
2045,Exercise 7,50,281.558876,8
2046,Exercise 1,38,295.5789934,3
2047,Exercise 1,58,262.9891329,6
2048,Exercise 1,26,166.4834985,7
2049,Exercise 6,20,470.6676842,3
2050,Exercise 2,49,141.4859094,5
2051,Exercise 2,40,384.159716,2
2052,Exercise 1,35,368.8925747,7
2053,Exercise 6,45,345.6599902,10
2054,Exercise 6,24,211.4793867,2
2055,Exercise 6,32,402.028129,7
2056,Exercise 8,57,304.229897,6
2057,Exercise 2,27,268.2768509,4
2058,Exercise 8,42,277.6702516,3
2059,Exercise 7,40,160.5967613,5
2060,Exercise 2,33,204.9509632,9
2061,Exercise 7,27,361.4155942,8
2062,Exercise 3,56,335.2585517,6
2063,Exercise 1,40,239.3994884,3
2064,Exercise 5,60,467.4067099,6
2065,Exercise 6,54,418.4258702,5
2066,Exercise 1,30,323.0812155,5
2067,Exercise 4,26,428.5186471,5
2068,Exercise 10,23,200.0076719,1
2069,Exercise 3,37,292.0736244,8
2070,Exercise 10,49,287.7812795,3
2071,Exercise 4,58,136.3692718,2
2072,Exercise 7,27,407.3212426,6
2073,Exercise 1,27,241.2274433,3
2074,Exercise 7,48,374.7160736,1
2075,Exercise 7,21,115.9977643,3
2076,Exercise 3,45,334.1399692,6
2077,Exercise 3,21,200.9843311,10
2078,Exercise 3,35,121.7013216,4
2079,Exercise 6,37,221.1743619,9
2080,Exercise 9,22,218.9452676,2
2081,Exercise 2,48,231.9561507,5
2082,Exercise 1,47,384.7837474,5
2083,Exercise 9,36,438.4467754,10
2084,Exercise 2,24,223.1888352,10
2085,Exercise 7,24,353.5993111,9
2086,Exercise 7,24,499.1384247,9
2087,Exercise 10,58,408.0797593,10
2088,Exercise 1,43,314.354347,3
2089,Exercise 6,27,484.6897808,4
2090,Exercise 10,58,152.4064817,10
2091,Exercise 6,40,322.5235796,1
2092,Exercise 3,54,206.8063228,9
2093,Exercise 7,30,127.7219037,5
2094,Exercise 3,40,322.5061221,7
2095,Exercise 9,24,470.9066113,7
2096,Exercise 7,30,419.1744621,9
2097,Exercise 4,26,271.4078284,6
2098,Exercise 2,37,150.6729459,7
2099,Exercise 9,48,425.491413,6
2100,Exercise 1,36,239.7402976,3
2101,Exercise 1,40,414.3056969,9
2102,Exercise 10,23,239.9718459,8
2103,Exercise 2,52,368.8615585,7
2104,Exercise 7,23,445.1773622,8
2105,Exercise 6,51,447.8979526,3
2106,Exercise 4,33,357.9341628,7
2107,Exercise 6,42,133.5654372,10
2108,Exercise 2,56,457.9229305,7
2109,Exercise 4,60,483.597917,3
2110,Exercise 8,46,250.1955151,4
2111,Exercise 8,36,389.858658,8
2112,Exercise 7,46,393.9871187,4
2113,Exercise 7,60,330.8314825,3
2114,Exercise 5,59,165.3100736,9
2115,Exercise 4,44,414.7770605,2
2116,Exercise 6,56,248.8897663,8
2117,Exercise 10,39,124.1567429,6
2118,Exercise 2,45,427.8276249,10
2119,Exercise 2,50,276.1068814,4
2120,Exercise 4,44,443.3648372,7
2121,Exercise 1,55,185.4454109,4
2122,Exercise 8,30,201.8065393,4
2123,Exercise 6,25,279.2599732,7
2124,Exercise 8,55,443.0954481,9
2125,Exercise 3,21,198.6155539,4
2126,Exercise 2,59,187.6977728,4
2127,Exercise 9,52,256.7073899,2
2128,Exercise 10,51,335.8698416,10
2129,Exercise 5,46,159.6234908,3
2130,Exercise 2,45,178.2041593,1
2131,Exercise 10,52,302.0645434,2
2132,Exercise 8,59,356.9236906,7
2133,Exercise 7,24,356.2054776,1
2134,Exercise 7,27,189.4447798,2
2135,Exercise 2,40,358.1780427,6
2136,Exercise 2,48,206.5555646,7
2137,Exercise 1,54,385.0062375,7
2138,Exercise 10,37,435.2651725,6
2139,Exercise 8,48,200.360237,8
2140,Exercise 6,32,124.2373971,4
2141,Exercise 10,24,128.0144317,9
2142,Exercise 10,24,279.4655147,5
2143,Exercise 6,23,386.5391288,7
2144,Exercise 2,23,401.3932332,8
2145,Exercise 7,47,497.3676688,7
2146,Exercise 1,26,371.2965597,1
2147,Exercise 5,40,276.7855474,10
2148,Exercise 3,39,404.8428995,8
2149,Exercise 7,44,140.4985871,3
2150,Exercise 8,45,113.0029591,7
2151,Exercise 6,58,259.9037576,7
2152,Exercise 9,45,377.489271,6
2153,Exercise 6,32,338.8712224,1
2154,Exercise 2,25,194.0462898,10
2155,Exercise 10,36,481.0866377,2
